job,marital,education,default,housing,loan,contact,month,day_of_week,campaign,cons_conf_idx,euribor_3_month,deposit,age_bucket,previous_campaign
0,2,4,0,2,0,1,5,1,1,-36.4,4.857,0,2,0
9,2,4,0,0,0,1,5,1,1,-36.4,4.857,0,2,0
1,1,3,0,2,0,1,5,1,2,-36.4,4.857,0,2,0
4,3,4,0,0,0,1,5,1,2,-36.4,4.857,0,2,0
9,2,4,0,0,0,1,5,1,2,-36.4,4.857,0,2,0
1,1,3,1,2,0,1,5,1,1,-36.4,4.857,0,2,0
1,2,2,0,2,0,1,5,1,1,-36.4,4.857,0,3,0
0,2,3,1,2,0,1,5,1,1,-36.4,4.857,0,2,0
1,1,3,1,0,0,1,5,1,1,-36.4,4.857,0,2,0
0,2,3,1,2,0,1,5,1,2,-36.4,4.857,0,2,0
1,2,2,0,2,0,1,5,1,1,-36.4,4.857,0,2,0
7,2,3,0,0,0,1,5,1,2,-36.4,4.857,0,2,0
7,1,2,0,0,0,1,5,1,1,-36.4,4.857,0,1,0
1,2,3,0,2,0,1,5,1,2,-36.4,4.857,0,2,0
0,2,1,0,0,0,1,5,1,1,-36.4,4.857,0,2,0
1,2,3,0,2,0,1,5,1,1,-36.4,4.857,0,2,0
8,1,4,1,0,0,1,5,1,1,-36.4,4.857,0,2,0
8,1,4,1,2,2,1,5,1,1,-36.4,4.857,0,2,0
10,2,4,0,0,0,1,5,1,1,-36.4,4.857,0,2,0
7,1,2,0,0,0,1,5,1,1,-36.4,4.857,0,2,0
8,1,4,1,2,0,1,5,1,1,-36.4,4.857,0,2,0
8,1,3,0,2,0,1,5,1,1,-36.4,4.857,0,2,0
3,3,4,0,0,0,1,5,1,1,-36.4,4.857,0,3,0
0,2,4,0,0,0,1,5,1,1,-36.4,4.857,0,3,0
5,2,1,1,0,0,1,5,1,2,-36.4,4.857,0,3,0
1,2,4,1,2,0,1,5,1,1,-36.4,4.857,0,2,0
3,2,2,1,2,0,1,5,1,2,-36.4,4.857,0,2,0
1,1,1,0,2,0,1,5,1,1,-36.4,4.857,0,1,0
1,1,1,0,2,2,1,5,1,1,-36.4,4.857,0,1,0
3,2,2,1,0,0,1,5,1,1,-36.4,4.857,0,3,0
7,2,3,0,0,0,1,5,1,3,-36.4,4.857,0,2,0
0,2,3,0,2,0,1,5,1,2,-36.4,4.857,0,2,0
9,2,1,1,0,0,1,5,1,2,-36.4,4.857,0,2,0
7,1,2,1,2,0,1,5,1,1,-36.4,4.857,0,2,0
9,2,2,1,2,0,1,5,1,1,-36.4,4.857,0,2,0
9,2,3,0,0,0,1,5,1,1,-36.4,4.857,0,2,0
5,2,4,0,0,0,1,5,1,1,-36.4,4.857,0,3,0
9,2,4,0,0,0,1,5,1,2,-36.4,4.857,0,2,0
0,1,4,0,0,0,1,5,1,2,-36.4,4.857,0,2,0
5,2,2,1,0,0,1,5,1,3,-36.4,4.857,0,2,0
1,2,2,0,2,2,1,5,1,1,-36.4,4.857,0,2,0
0,2,4,0,2,0,1,5,1,2,-36.4,4.857,0,2,0
7,3,4,0,2,0,1,5,1,1,-36.4,4.857,0,3,0
4,3,2,1,2,0,1,5,1,2,-36.4,4.857,0,1,0
0,2,3,1,0,0,1,5,1,1,-36.4,4.857,0,2,0
6,2,4,1,0,0,1,5,1,1,-36.4,4.857,0,3,0
0,2,4,0,2,0,1,5,1,1,-36.4,4.857,0,2,0
1,2,2,0,0,0,1,5,1,1,-36.4,4.857,0,3,0
0,2,3,0,0,0,1,5,1,2,-36.4,4.857,0,3,0
7,2,3,1,0,2,1,5,1,2,-36.4,4.857,0,2,0
4,2,4,1,0,2,1,5,1,3,-36.4,4.857,0,2,0
5,2,3,0,0,0,1,5,1,2,-36.4,4.857,0,3,0
9,1,4,0,0,0,1,5,1,1,-36.4,4.857,0,2,0
4,2,4,0,2,0,1,5,1,1,-36.4,4.857,0,2,0
7,1,3,0,0,0,1,5,1,2,-36.4,4.857,0,2,0
9,2,4,1,0,0,1,5,1,1,-36.4,4.857,0,1,0
7,3,1,0,0,0,1,5,1,2,-36.4,4.857,0,2,0
9,1,4,0,0,0,1,5,1,1,-36.4,4.857,0,1,0
9,1,3,0,2,0,1,5,1,2,-36.4,4.857,0,2,0
1,1,3,0,0,2,1,5,1,1,-36.4,4.857,0,2,0
7,1,3,0,0,0,1,5,1,1,-36.4,4.857,0,2,0
9,3,4,0,0,0,1,5,1,1,-36.4,4.857,0,2,0
1,2,2,0,2,0,1,5,1,1,-36.4,4.857,0,2,0
7,2,2,0,2,0,1,5,1,1,-36.4,4.857,0,3,0
9,2,4,0,2,0,1,5,1,3,-36.4,4.857,0,2,0
7,2,1,0,0,0,1,5,1,2,-36.4,4.857,0,1,0
7,2,3,0,2,2,1,5,1,3,-36.4,4.857,0,3,0
1,2,3,1,2,0,1,5,1,2,-36.4,4.857,0,3,0
4,2,3,0,0,2,1,5,1,1,-36.4,4.857,0,2,0
9,2,1,0,2,0,1,5,1,1,-36.4,4.857,0,2,0
0,2,3,0,0,2,1,5,1,1,-36.4,4.857,0,2,0
0,2,3,0,0,2,1,5,1,1,-36.4,4.857,0,2,0
1,1,2,0,1,1,1,5,1,1,-36.4,4.857,0,1,0
9,2,3,0,0,0,1,5,1,1,-36.4,4.857,0,2,0
0,3,3,0,0,0,1,5,1,3,-36.4,4.857,0,2,0
0,2,4,0,0,0,1,5,1,2,-36.4,4.857,0,2,0
1,1,2,0,0,0,1,5,1,1,-36.4,4.857,0,1,0
6,1,4,0,2,0,1,5,1,2,-36.4,4.857,0,2,0
8,1,4,1,0,0,1,5,1,2,-36.4,4.857,0,1,0
4,3,4,0,0,0,1,5,1,2,-36.4,4.857,0,3,0
6,2,2,1,0,0,1,5,1,3,-36.4,4.857,0,2,0
10,2,3,1,2,0,1,5,1,1,-36.4,4.857,0,3,0
4,3,4,0,0,0,1,5,1,2,-36.4,4.857,0,2,0
3,2,3,1,0,0,1,5,1,1,-36.4,4.857,0,3,0
0,1,3,0,0,0,1,5,1,2,-36.4,4.857,0,1,0
3,1,3,1,2,2,1,5,1,2,-36.4,4.857,0,3,0
1,2,3,1,0,0,1,5,1,1,-36.4,4.857,0,3,0
7,2,3,0,0,0,1,5,1,1,-36.4,4.857,0,2,0
1,2,2,1,0,0,1,5,1,2,-36.4,4.857,0,3,0
9,1,3,0,0,0,1,5,1,4,-36.4,4.857,0,2,0
5,2,4,0,0,0,1,5,1,3,-36.4,4.857,0,3,0
1,2,2,0,0,0,1,5,1,2,-36.4,4.857,0,2,0
9,2,2,0,2,0,1,5,1,3,-36.4,4.857,0,3,0
0,2,3,0,0,0,1,5,1,3,-36.4,4.857,0,3,0
1,2,3,0,2,0,1,5,1,2,-36.4,4.857,0,2,0
1,3,3,0,2,0,1,5,1,2,-36.4,4.857,0,2,0
1,3,2,0,0,0,1,5,1,2,-36.4,4.857,0,2,0
3,2,3,0,2,0,1,5,1,3,-36.4,4.857,1,2,0
0,1,3,0,2,2,1,5,1,2,-36.4,4.857,0,2,0
1,2,1,1,2,0,1,5,1,2,-36.4,4.857,0,3,0
7,2,3,0,0,0,1,5,1,2,-36.4,4.857,0,2,0
4,3,4,0,2,0,1,5,1,2,-36.4,4.857,0,2,0
0,2,3,0,2,2,1,5,1,2,-36.4,4.857,0,1,0
9,3,4,1,0,2,1,5,1,2,-36.4,4.857,0,3,0
1,2,2,0,2,0,1,5,1,2,-36.4,4.857,0,2,0
9,1,4,0,2,0,1,5,1,2,-36.4,4.857,0,2,0
6,2,4,0,0,0,1,5,1,2,-36.4,4.857,0,2,0
1,3,3,0,0,2,1,5,1,2,-36.4,4.857,0,3,0
0,2,4,0,2,0,1,5,1,2,-36.4,4.857,0,2,0
7,3,3,0,0,0,1,5,1,3,-36.4,4.857,0,2,0
11,2,1,1,0,0,1,5,1,4,-36.4,4.857,0,2,0
7,1,3,1,0,0,1,5,1,2,-36.4,4.857,0,2,0
1,3,3,1,0,2,1,5,1,2,-36.4,4.857,0,3,0
5,2,4,1,0,0,1,5,1,2,-36.4,4.857,0,3,0
11,2,1,0,2,0,1,5,1,2,-36.4,4.857,0,2,0
0,2,3,0,2,0,1,5,1,2,-36.4,4.857,0,2,0
0,2,2,1,2,0,1,5,1,2,-36.4,4.857,0,2,0
1,2,1,1,0,0,1,5,1,2,-36.4,4.857,0,2,0
3,3,2,0,2,2,1,5,1,2,-36.4,4.857,0,3,0
0,2,4,0,2,0,1,5,1,3,-36.4,4.857,0,2,0
1,2,2,0,2,0,1,5,1,2,-36.4,4.857,0,2,0
4,3,4,0,2,0,1,5,1,3,-36.4,4.857,0,3,0
0,1,4,0,0,0,1,5,1,2,-36.4,4.857,0,1,0
0,2,3,0,0,0,1,5,1,2,-36.4,4.857,0,2,0
1,2,4,1,2,0,1,5,1,2,-36.4,4.857,0,3,0
4,2,4,1,2,0,1,5,1,2,-36.4,4.857,0,2,0
0,1,3,1,0,0,1,5,1,2,-36.4,4.857,0,2,0
0,3,3,0,0,0,1,5,1,2,-36.4,4.857,0,2,0
5,2,2,0,0,0,1,5,1,2,-36.4,4.857,0,3,0
1,2,3,0,0,0,1,5,1,2,-36.4,4.857,0,2,0
7,2,3,0,2,0,1,5,1,2,-36.4,4.857,0,2,0
4,1,3,0,2,0,1,5,1,3,-36.4,4.857,0,3,0
0,1,2,0,2,2,1,5,1,2,-36.4,4.857,0,3,0
9,1,1,0,0,0,1,5,1,2,-36.4,4.857,0,2,0
7,2,2,1,0,0,1,5,1,3,-36.4,4.857,0,2,0
9,2,4,0,2,2,1,5,1,2,-36.4,4.857,0,3,0
3,1,4,0,0,0,1,5,1,4,-36.4,4.857,0,2,0
0,1,4,0,2,0,1,5,1,3,-36.4,4.857,0,1,0
0,2,3,0,0,0,1,5,1,3,-36.4,4.857,0,2,0
1,2,3,1,0,0,1,5,1,2,-36.4,4.857,0,2,0
0,2,3,0,0,0,1,5,1,3,-36.4,4.857,0,2,0
7,1,3,0,2,0,1,5,1,2,-36.4,4.857,0,1,0
1,2,3,0,2,0,1,5,1,2,-36.4,4.857,0,2,0
4,2,3,0,2,0,1,5,1,5,-36.4,4.857,0,2,0
6,1,4,0,0,2,1,5,1,5,-36.4,4.857,0,3,0
7,2,3,1,2,0,1,5,1,3,-36.4,4.857,0,2,0
2,2,3,0,2,0,1,5,1,4,-36.4,4.857,0,3,0
9,1,4,1,2,0,1,5,1,2,-36.4,4.857,0,2,0
1,1,3,0,2,2,1,5,1,3,-36.4,4.857,0,2,0
1,2,3,1,2,0,1,5,1,2,-36.4,4.857,0,3,0
4,2,4,1,0,0,1,5,1,2,-36.4,4.857,0,2,0
4,2,4,1,2,0,1,5,1,3,-36.4,4.857,0,3,0
7,1,3,0,2,0,1,5,1,3,-36.4,4.857,0,1,0
0,2,3,0,0,0,1,5,1,3,-36.4,4.857,0,3,0
11,2,1,1,2,0,1,5,1,2,-36.4,4.857,0,3,0
1,3,2,0,2,0,1,5,1,2,-36.4,4.857,0,3,0
9,2,3,0,2,0,1,5,1,2,-36.4,4.857,0,3,0
7,3,4,0,0,0,1,5,1,2,-36.4,4.857,0,3,0
1,1,3,1,2,0,1,5,1,4,-36.4,4.857,0,2,0
2,2,4,0,2,0,1,5,1,3,-36.4,4.857,0,2,0
1,2,2,0,0,0,1,5,1,2,-36.4,4.857,0,3,0
1,2,2,1,0,0,1,5,1,3,-36.4,4.857,0,3,0
9,2,4,0,0,0,1,5,1,2,-36.4,4.857,0,3,0
4,2,4,0,0,0,1,5,1,2,-36.4,4.857,0,2,0
7,2,3,0,2,0,1,5,1,3,-36.4,4.857,0,2,0
0,2,4,0,2,0,1,5,1,2,-36.4,4.857,0,3,0
10,1,4,0,0,0,1,5,1,4,-36.4,4.857,0,2,0
1,1,3,0,0,0,1,5,1,2,-36.4,4.857,0,2,0
1,2,3,0,0,0,1,5,1,2,-36.4,4.857,0,1,0
7,2,2,0,0,0,1,5,1,3,-36.4,4.857,0,2,0
2,2,2,0,2,0,1,5,1,2,-36.4,4.857,0,3,0
10,3,3,1,0,0,1,5,2,3,-36.4,4.857,0,2,0
4,2,4,0,2,0,1,5,2,2,-36.4,4.857,0,3,0
9,2,3,0,2,0,1,5,2,3,-36.4,4.857,0,2,0
1,2,2,1,2,0,1,5,2,3,-36.4,4.857,0,2,0
0,2,4,0,2,0,1,5,2,1,-36.4,4.857,0,2,0
9,2,4,0,0,0,1,5,2,1,-36.4,4.857,0,2,0
6,2,3,0,2,0,1,5,2,1,-36.4,4.857,0,2,0
0,3,3,0,0,0,1,5,2,1,-36.4,4.857,0,3,0
1,2,3,1,2,0,1,5,2,1,-36.4,4.857,0,3,0
4,3,3,0,0,0,1,5,2,1,-36.4,4.857,0,3,0
1,2,3,0,0,0,1,5,2,1,-36.4,4.857,0,2,0
1,2,3,0,0,2,1,5,2,1,-36.4,4.857,0,2,0
0,1,3,0,2,0,1,5,2,1,-36.4,4.857,0,2,0
1,1,3,0,2,0,1,5,2,1,-36.4,4.857,0,1,0
7,2,3,0,0,0,1,5,2,1,-36.4,4.857,0,2,0
1,2,1,0,0,0,1,5,2,1,-36.4,4.857,0,3,0
9,2,2,0,2,0,1,5,2,1,-36.4,4.857,0,2,0
0,1,4,0,0,0,1,5,2,1,-36.4,4.857,0,2,0
0,2,3,0,0,0,1,5,2,1,-36.4,4.857,0,2,0
0,2,4,0,2,2,1,5,2,1,-36.4,4.857,0,3,0
1,1,1,0,0,0,1,5,2,2,-36.4,4.857,0,1,0
0,2,3,0,2,0,1,5,2,1,-36.4,4.857,0,2,0
4,1,4,0,0,0,1,5,2,1,-36.4,4.857,0,2,0
8,1,1,1,0,0,1,5,2,1,-36.4,4.857,0,1,0
4,2,2,1,2,2,1,5,2,1,-36.4,4.857,0,3,0
4,2,2,1,1,1,1,5,2,1,-36.4,4.857,0,3,0
6,2,4,0,0,0,1,5,2,1,-36.4,4.857,0,2,0
3,2,2,1,2,2,1,5,2,4,-36.4,4.857,0,3,0
11,1,1,1,2,2,1,5,2,1,-36.4,4.857,1,1,0
7,2,3,0,2,0,1,5,2,1,-36.4,4.857,1,2,0
5,0,4,1,0,0,1,5,2,1,-36.4,4.857,0,3,0
4,2,3,1,0,0,1,5,2,1,-36.4,4.857,0,3,0
0,2,4,0,0,0,1,5,2,1,-36.4,4.857,0,2,0
0,2,3,0,0,0,1,5,2,1,-36.4,4.857,0,2,0
0,2,3,0,0,0,1,5,2,1,-36.4,4.857,0,2,0
9,2,4,0,0,0,1,5,2,2,-36.4,4.857,0,2,0
